0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160
25509772@N00,161,1,1,1.0,2007,1.0,28.0,0.03571428571428571,26,1.0,17.0,0.05882352941176471,399,1.0,2.0,0.5,"5,000",1.0,1.0,1.0,5000,1.0,1.0,1.0,600,1.0,2.0,0.5,access,1.0,12.0,0.08333333333333333,acropolei,1.0,1.0,1.0,acropoli,48.0,21.0,2.2857142857142856,ad,1.0,12.0,0.08333333333333333,afternoon,1.0,12.0,0.08333333333333333,agora,5.0,3.0,1.6666666666666667,air,1.0,15.0,0.06666666666666668,altar,1.0,19.0,0.05263157894736842,amazing,1.0,10.0,0.1,amphitheater,2.0,6.0,0.3333333333333333,amphitheatre,2.0,6.0,0.3333333333333333,ancient,7.0,37.0,0.1891891891891892,annia,1.0,1.0,1.0,antiquity,1.0,5.0,0.2,area,1.0,38.0,0.02631578947368421,arsenal,1.0,2.0,0.5,aspasia,1.0,1.0,1.0,athen,44.0,22.0,2.0,athenian,1.0,5.0,0.2,atticus,7.0,3.0,2.333333333333333,attraction,1.0,10.0,0.1,b.c,2.0,7.0,0.2857142857142857,background,1.0,24.0,0.04166666666666666,beautiful,1.0,23.0,0.043478260869565216,best,3.0,24.0,0.125,bring,1.0,7.0,0.14285714285714285,built,2.0,50.0,0.04,capacity,2.0,3.0,0.6666666666666666,caryatid,1.0,6.0,0.16666666666666666,celebrated,1.0,2.0,0.5,center,1.0,40.0,0.025,chamber,1.0,5.0,0.2,city,4.0,67.0,0.059701492537313425
25869855@N04,20110423_agra_fort_004,1,1,1.0,20110423_agra_fort_005,1.0,1.0,1.0,20110423_agra_fort_015,1.0,1.0,1.0,20110423_agra_fort_024,1.0,1.0,1.0,20110423_agra_fort_036,1.0,1.0,1.0,20110423_agra_fort_037,1.0,1.0,1.0,20110423_agra_fort_045,1.0,1.0,1.0,20110423_agra_fort_050,1.0,1.0,1.0,20110423_agra_fort_058,1.0,1.0,1.0,20110423_agra_fort_074,1.0,1.0,1.0,20110423_agra_fort_084,1.0,1.0,1.0,20110423_agra_fort_085,1.0,1.0,1.0,20110423_agra_fort_090,1.0,1.0,1.0,20110423_agra_fort_094,1.0,1.0,1.0,20110423_agra_fort_096,1.0,1.0,1.0,agra,30.0,20.0,1.5,fort,30.0,33.0,0.9090909090909092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25897810@N00,america,15,12,1.25,berkowitz,15.0,1.0,15.0,brasil,30.0,5.0,6.0,brazil,45.0,17.0,2.647058823529412,cc,15.0,3.0,5.0,christ,15.0,23.0,0.6521739130434783,corcovado,14.0,7.0,2.0,cristo,14.0,5.0,2.8,david,15.0,8.0,1.875,de,30.0,134.0,0.22388059701492535,href,15.0,119.0,0.12605042016806722,http:www.marketersstudio.com,15.0,1.0,15.0,janeiro,30.0,12.0,2.5,mountain,6.0,11.0,0.5454545454545454,nofollow,15.0,83.0,0.18072289156626506,redeemer,15.0,16.0,0.9375,redentor,14.0,4.0,3.5,rel,15.0,83.0,0.18072289156626506,rio,45.0,19.0,2.3684210526315788,riodejaneiro,15.0,15.0,1.0,south,15.0,53.0,0.2830188679245283,southamerica,15.0,10.0,1.5,travel,15.0,35.0,0.42857142857142855,www.marketersstudio.com,15.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26323303@N02,2009,8,29,0.27586206896551724,20th,7.0,6.0,1.1666666666666667,acropoli,28.0,21.0,1.3333333333333333,acropolismuseum,11.0,3.0,3.6666666666666665,ancient,1.0,37.0,0.027027027027027032,architect,6.0,23.0,0.2608695652173913,architecture,2.0,70.0,0.028571428571428567,athen,29.0,22.0,1.318181818181818,beneath,1.0,10.0,0.1,bernard,6.0,3.0,2.0,building,2.0,73.0,0.0273972602739726,entrance,2.0,47.0,0.0425531914893617,erechtheion,2.0,9.0,0.2222222222222222,europe,2.0,43.0,0.04651162790697674,floor,1.0,21.0,0.047619047619047616,glass,1.0,36.0,0.027777777777777776,greece,13.0,21.0,0.6190476190476191,hall,1.0,38.0,0.02631578947368421,inaguration,4.0,1.0,4.0,inside,1.0,55.0,0.01818181818181818,june,8.0,14.0,0.5714285714285714,karyatide,2.0,1.0,2.0,main,1.0,32.0,0.03125,museum,15.0,67.0,0.22388059701492535,newacropolismuseum,5.0,2.0,2.5,newavropolismuseum,1.0,1.0,1.0,open,4.0,18.0,0.2222222222222222,parthenon,1.0,14.0,0.07142857142857142,ruin,2.0,48.0,0.04166666666666666,statue,1.0,86.0,0.011627906976744186,tschumi,12.0,1.0,12.0,αθήνα,6.0,6.0,1.0,ελλάσ,6.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26552107@N00,16th,2,4,0.5,assumption,1.0,1.0,1.0,astronomical,2.0,3.0,0.6666666666666666,blessed,1.0,3.0,0.3333333333333333,cathedral,32.0,85.0,0.3764705882352941,center,1.0,40.0,0.025,century,2.0,36.0,0.05555555555555555,chartre,30.0,20.0,1.5,christ,1.0,23.0,0.043478260869565216,clock,2.0,15.0,0.13333333333333333,coronation,1.0,2.0,0.5,damned,1.0,1.0,1.0,death,1.0,11.0,0.09090909090909093,doorway,2.0,18.0,0.1111111111111111,entrance,1.0,47.0,0.02127659574468085,exiting,1.0,2.0,0.5,facade,4.0,22.0,0.18181818181818185,figure,1.0,23.0,0.043478260869565216,france,15.0,60.0,0.25,front,1.0,52.0,0.019230769230769232,headed,1.0,3.0,0.3333333333333333,job,1.0,4.0,0.25,judgement,1.0,3.0,0.3333333333333333,majesty,1.0,3.0,0.3333333333333333,malcom,1.0,2.0,0.5,medieval,15.0,13.0,1.1538461538461535,miller',1.0,1.0,1.0,north,10.0,64.0,0.15625,porch,1.0,9.0,0.1111111111111111,portal,8.0,17.0,0.4705882352941176,solomon,1.0,1.0,1.0,south,2.0,53.0,0.03773584905660377,station,1.0,22.0,0.045454545454545456,suffering,1.0,3.0,0.3333333333333333,top,2.0,53.0,0.03773584905660377,tour,1.0,29.0,0.03448275862068965,train,1.0,15.0,0.06666666666666668,tympanum,1.0,8.0,0.125,underneath,1.0,6.0,0.16666666666666666,view,3.0,117.0,0.02564102564102564
27087959@N00,agra,31,20,1.55,agrafort,15.0,15.0,1.0,arche,2.0,11.0,0.18181818181818185,arched,1.0,2.0,0.5,carved,1.0,12.0,0.08333333333333333,detail,3.0,47.0,0.06382978723404255,doorway,2.0,18.0,0.1111111111111111,entrance,1.0,47.0,0.02127659574468085,fort,16.0,33.0,0.4848484848484849,india,28.0,19.0,1.4736842105263157,side,1.0,56.0,0.017857142857142856,sunlit,1.0,1.0,1.0,tesselation,1.0,1.0,1.0,top,1.0,53.0,0.018867924528301886,tourism,15.0,5.0,3.0,travel,15.0,35.0,0.42857142857142855,tree,1.0,26.0,0.038461538461538464,view,1.0,117.0,0.008547008547008548,work,1.0,39.0,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27105072@N00,archaeologicalsite,15,2,7.5,archaeology,15.0,10.0,1.5,architecture,16.0,70.0,0.22857142857142854,arizona,15.0,18.0,0.8333333333333334,az,1.0,4.0,0.25,castle,18.0,42.0,0.42857142857142855,chichén,30.0,7.0,4.285714285714286,chichénitzá,15.0,5.0,3.0,dioramasky,30.0,1.0,30.0,dwwg,1.0,1.0,1.0,itzá,30.0,7.0,4.285714285714286,maya,15.0,10.0,1.5,mesoamerica,15.0,3.0,5.0,montezuma,29.0,16.0,1.8125,montezumacastle,1.0,7.0,0.14285714285714285,montezumacastlenationalmonument,14.0,4.0,3.5,montezumawell,6.0,1.0,6.0,monument,10.0,63.0,0.15873015873015872,méxico,30.0,4.0,7.5,national,10.0,47.0,0.2127659574468085,nationalmonument,1.0,6.0,0.16666666666666666,nativeamerican,1.0,2.0,0.5,ossario,1.0,2.0,0.5,outlet,1.0,1.0,1.0,rim,2.0,7.0,0.2857142857142857,spider,2.0,2.0,1.0,trail,3.0,9.0,0.3333333333333333,well,12.0,31.0,0.3870967741935484,yucatán,30.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27283274@N00,1,5,53,0.09433962264150944,2,3.0,66.0,0.045454545454545456,2005,1.0,11.0,0.09090909090909093,2006,29.0,21.0,1.380952380952381,24,5.0,17.0,0.29411764705882354,25,9.0,23.0,0.39130434782608703,26,1.0,17.0,0.05882352941176471,3,2.0,59.0,0.03389830508474576,5,1.0,41.0,0.024390243902439025,abendmesse,1.0,1.0,1.0,alatar,1.0,1.0,1.0,altar,7.0,19.0,0.3684210526315789,alter,1.0,3.0,0.3333333333333333,bleibt,1.0,1.0,1.0,bond,1.0,1.0,1.0,cancelled,1.0,1.0,1.0,cathedral,38.0,85.0,0.4470588235294118,celesteh,15.0,1.0,15.0,climbed,1.0,2.0,0.5,closed,1.0,8.0,0.125,cologne,27.0,20.0,1.35,common,1.0,13.0,0.07692307692307693,cup,1.0,5.0,0.2,delayed,1.0,2.0,0.5,der,2.0,19.0,0.10526315789473684,deutschland,15.0,25.0,0.6,dom,1.0,24.0,0.04166666666666666,door,4.0,32.0,0.125,doorway,1.0,18.0,0.05555555555555555,europa,15.0,10.0,1.5,europe,15.0,43.0,0.3488372093023256,evening,1.0,11.0,0.09090909090909093,fifa,2.0,2.0,1.0,football,3.0,4.0,0.75,front,1.0,52.0,0.019230769230769232,fussball,2.0,1.0,2.0,german,1.0,18.0,0.05555555555555555,germany,15.0,56.0,0.26785714285714285,geschlossen,1.0,2.0,0.5,grave,1.0,5.0,0.2
27408144@N07,castle,35,42,0.8333333333333334,montezuma,50.0,16.0,3.125,monument,35.0,63.0,0.5555555555555556,national,25.0,47.0,0.5319148936170213,unit,5.0,1.0,5.0,well,15.0,31.0,0.4838709677419355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27441569@N07,architektur,15,13,1.1538461538461535,berlin,46.0,65.0,0.7076923076923077,eingangsbereich,2.0,1.0,2.0,grab,15.0,3.0,5.0,museum,46.0,67.0,0.6865671641791045,neue,31.0,24.0,1.2916666666666667,neuesmuseum,15.0,19.0,0.7894736842105263,relief,15.0,24.0,0.625,statue,15.0,86.0,0.1744186046511628,wand,15.0,2.0,7.5,zypern,15.0,1.0,15.0,ägypten,15.0,2.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27551984@N08,2010365,1,1,1.0,2010365photo,1.0,1.0,1.0,96,1.0,5.0,0.2,augustine,2.0,11.0,0.18181818181818185,base,1.0,20.0,0.05,boat,1.0,14.0,0.07142857142857142,called,1.0,24.0,0.04166666666666666,castillo,2.0,26.0,0.07692307692307693,castillodesanmarco,14.0,18.0,0.7777777777777778,day,1.0,51.0,0.0196078431372549,de,2.0,134.0,0.01492537313432836,dsc_0016,1.0,1.0,1.0,dsc_0025,1.0,1.0,1.0,dsc_0026,1.0,1.0,1.0,dsc_0027,1.0,1.0,1.0,dsc_0028,1.0,1.0,1.0,dsc_0034,1.0,1.0,1.0,dsc_0035,1.0,1.0,1.0,dsc_0036,1.0,1.0,1.0,edtech3652010,1.0,1.0,1.0,element,1.0,12.0,0.08333333333333333,entrance,1.0,47.0,0.02127659574468085,exploring,1.0,3.0,0.3333333333333333,family,1.0,17.0,0.05882352941176471,favorite,1.0,9.0,0.1111111111111111,flag,1.0,22.0,0.045454545454545456,florida,15.0,25.0,0.6,fort,17.0,33.0,0.5151515151515151,front,1.0,52.0,0.019230769230769232,lone,1.0,1.0,1.0,mantanza,8.0,1.0,8.0,marco,2.0,21.0,0.09523809523809523,matanza,2.0,3.0,0.6666666666666666,men,1.0,6.0,0.16666666666666666,oldestcity,14.0,1.0,14.0,river,11.0,26.0,0.4230769230769231,san,2.0,62.0,0.03225806451612903,set,1.0,31.0,0.03225806451612903,shortly,1.0,3.0,0.3333333333333333,shot,2.0,32.0,0.0625
27749836@N02,art,1,48,0.02083333333333333,casagrande,1.0,3.0,0.3333333333333333,castle,15.0,42.0,0.35714285714285715,ceiling,2.0,22.0,0.09090909090909093,chair,1.0,9.0,0.1111111111111111,fireplace,1.0,6.0,0.16666666666666666,flower,1.0,18.0,0.05555555555555555,garden,1.0,44.0,0.022727272727272728,guide,1.0,10.0,0.1,hearst,15.0,20.0,0.75,hearstcastle,15.0,19.0,0.7894736842105263,ocean,1.0,6.0,0.16666666666666666,room,1.0,31.0,0.03225806451612903,sculpture,1.0,68.0,0.014705882352941175,statue,1.0,86.0,0.011627906976744186,tapestry,1.0,2.0,0.5,tour,1.0,29.0,0.03448275862068965,tower,1.0,103.0,0.009708737864077669,view,1.0,117.0,0.008547008547008548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28328451@N08,air,1,15,0.06666666666666668,artillery,1.0,3.0,0.3333333333333333,background,1.0,24.0,0.04166666666666666,bay,1.0,13.0,0.07692307692307693,brunch,12.0,2.0,6.0,cabrillo,28.0,20.0,1.4,cabrillonationalmonument,15.0,8.0,1.875,cactus,1.0,4.0,0.25,center,1.0,40.0,0.025,decided,12.0,5.0,2.4,diego,2.0,10.0,0.2,downtown,1.0,21.0,0.047619047619047616,everyone',2.0,1.0,2.0,explorer,2.0,8.0,0.25,favorite,2.0,9.0,0.2222222222222222,island,14.0,17.0,0.8235294117647058,lighthouse,1.0,10.0,0.1,monument,16.0,63.0,0.25396825396825395,national,15.0,47.0,0.3191489361702128,naval,1.0,1.0,1.0,north,1.0,64.0,0.015625,san,2.0,62.0,0.03225806451612903,sandiego,15.0,11.0,1.3636363636363635,shelter,13.0,2.0,6.5,shot,1.0,32.0,0.03125,station,1.0,22.0,0.045454545454545456,visitor,1.0,17.0,0.05882352941176471,walk,12.0,14.0,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28333802@N04,12th,1,7,0.14285714285714285,900,1.0,3.0,0.3333333333333333,amazingly,1.0,3.0,0.3333333333333333,angkor,30.0,20.0,1.5,angkorwat,15.0,20.0,0.75,approache,1.0,2.0,0.5,beautiful,2.0,23.0,0.08695652173913042,bottom,1.0,8.0,0.125,boy,1.0,6.0,0.16666666666666666,brother,1.0,4.0,0.25,buddhist,2.0,9.0,0.2222222222222222,buddhistmonk,1.0,1.0,1.0,building,1.0,73.0,0.0136986301369863,built,1.0,50.0,0.02,camabodia,1.0,1.0,1.0,cambodia,44.0,20.0,2.2,cambodianchildren,2.0,1.0,2.0,carvedface,2.0,1.0,2.0,carvedstone,2.0,1.0,2.0,carving,2.0,14.0,0.14285714285714285,century,1.0,36.0,0.027777777777777776,close,1.0,27.0,0.037037037037037035,closer,1.0,7.0,0.14285714285714285,comfort,1.0,1.0,1.0,coming,1.0,10.0,0.1,complex,1.0,16.0,0.0625,couldn't,1.0,5.0,0.2,crawl,1.0,1.0,1.0,cutekid,1.0,1.0,1.0,dappled,1.0,1.0,1.0,dappledsunlight,2.0,1.0,2.0,darling,1.0,1.0,1.0,difficult,1.0,7.0,0.14285714285714285,early,1.0,23.0,0.043478260869565216,evening,1.0,11.0,0.09090909090909093,face,2.0,22.0,0.09090909090909093,family,3.0,17.0,0.17647058823529413,favorite,2.0,9.0,0.2222222222222222,figure,1.0,23.0,0.043478260869565216,flipflop,1.0,1.0,1.0
28396605@N00,1,1,53,0.018867924528301886,14,1.0,28.0,0.03571428571428571,15,1.0,23.0,0.043478260869565216,17,1.0,28.0,0.03571428571428571,18,1.0,23.0,0.043478260869565216,2,1.0,66.0,0.015151515151515154,21,1.0,18.0,0.05555555555555555,22,1.0,18.0,0.05555555555555555,23,1.0,16.0,0.0625,24,1.0,17.0,0.05882352941176471,25,1.0,23.0,0.043478260869565216,3,1.0,59.0,0.01694915254237288,5,1.0,41.0,0.024390243902439025,6,1.0,34.0,0.029411764705882356,7,1.0,22.0,0.045454545454545456,albert,47.0,22.0,2.136363636363636,band,2.0,9.0,0.2222222222222222,bar,15.0,7.0,2.142857142857143,benefit,15.0,2.0,7.5,blue,1.0,28.0,0.03571428571428571,broadway,15.0,2.0,7.5,christinarutzpaparutzi,15.0,1.0,15.0,concert,30.0,9.0,3.333333333333333,derek,1.0,1.0,1.0,loui,15.0,8.0,1.875,memorial,45.0,29.0,1.5517241379310345,missouri,15.0,2.0,7.5,oyster,15.0,3.0,5.0,randy,45.0,1.0,45.0,rx,1.0,1.0,1.0,saint,15.0,15.0,1.0,thoma,1.0,7.0,0.14285714285714285,uncle,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28763193@N00,2005,15,11,1.3636363636363635,cat,22.0,1.0,22.0,colloseo,14.0,1.0,14.0,colosseo,1.0,5.0,0.2,colosseum,31.0,20.0,1.55,december,15.0,12.0,1.25,distance,1.0,24.0,0.04166666666666666,fori,1.0,2.0,0.5,gatti,11.0,1.0,11.0,gatto,11.0,1.0,11.0,imperiali,1.0,2.0,0.5,italy,15.0,31.0,0.4838709677419355,notmycat,11.0,1.0,11.0,rome,15.0,40.0,0.375,someoneelsescat,11.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28767098@N07,africa,15,9,1.6666666666666667,baobab,1.0,1.0,1.0,dakar,15.0,2.0,7.5,de,15.0,134.0,0.11194029850746268,dwarf,1.0,1.0,1.0,ile,15.0,3.0,5.0,iledelamadeleine,15.0,1.0,15.0,la,15.0,73.0,0.2054794520547945,madeleine,15.0,18.0,0.8333333333333334,senegal,15.0,2.0,7.5,tree,1.0,26.0,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28877115@N06,01,3,10,0.3,02,3.0,10.0,0.3,03,2.0,9.0,0.2222222222222222,04,1.0,12.0,0.08333333333333333,06,1.0,12.0,0.08333333333333333,11,1.0,27.0,0.037037037037037035,16,1.0,21.0,0.047619047619047616,18,1.0,23.0,0.043478260869565216,20,1.0,17.0,0.05882352941176471,21,1.0,18.0,0.05555555555555555,alexanderplatz,1.0,5.0,0.2,berlin,2.0,65.0,0.030769230769230767,brandenburg,15.0,23.0,0.6521739130434783,brandenburggate,15.0,16.0,0.9375,communication,1.0,1.0,1.0,framed,1.0,2.0,0.5,gate,16.0,38.0,0.42105263157894735,level,2.0,19.0,0.10526315789473684,lower,1.0,12.0,0.08333333333333333,night,10.0,41.0,0.24390243902439024,siegessäule,2.0,2.0,1.0,tiergarten,1.0,4.0,0.25,tower,1.0,103.0,0.009708737864077669,trees,1.0,21.0,0.047619047619047616,upper,1.0,16.0,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29057345@N04,20thoctober,1,1,1.0,26,1.0,17.0,0.05882352941176471,26march,2.0,1.0,2.0,26march2011,2.0,1.0,2.0,abbey,2.0,11.0,0.18181818181818185,afuturethatwork,1.0,1.0,1.0,alternative,2.0,3.0,0.6666666666666666,angel,1.0,27.0,0.037037037037037035,anticut,2.0,1.0,2.0,anticutsdemo,2.0,1.0,2.0,austerity,1.0,1.0,1.0,autumn,1.0,6.0,0.16666666666666666,ballon,1.0,1.0,1.0,balloon,2.0,4.0,0.5,banner,4.0,3.0,1.3333333333333333,ben,10.0,22.0,0.4545454545454545,big,10.0,32.0,0.3125,bigben,14.0,17.0,0.8235294117647058,black,1.0,23.0,0.043478260869565216,blackcab,1.0,1.0,1.0,boadicea,2.0,1.0,2.0,boudicca,2.0,1.0,2.0,bridge,5.0,34.0,0.14705882352941174,bus,3.0,14.0,0.21428571428571427,cab,2.0,4.0,0.5,camera,1.0,26.0,0.038461538461538464,check,1.0,9.0,0.1111111111111111,choir,1.0,8.0,0.125,christma,1.0,9.0,0.1111111111111111,christmaslight,1.0,1.0,1.0,christmastree,1.0,2.0,0.5,clock,9.0,15.0,0.6,clocktower,2.0,8.0,0.25,close,1.0,27.0,0.037037037037037035,coolpix,1.0,1.0,1.0,countyhall,1.0,1.0,1.0,court,1.0,13.0,0.07692307692307693,cut,2.0,6.0,0.3333333333333333,dark,1.0,11.0,0.09090909090909093,demonstration,2.0,4.0,0.5
29172291@N00,1792,1,6,0.16666666666666666,1810,1.0,5.0,0.2,1814,1.0,4.0,0.25,2008,2.0,23.0,0.08695652173913042,2011,1.0,23.0,0.043478260869565216,2012,5.0,21.0,0.2380952380952381,andy,1.0,1.0,1.0,arc,22.0,22.0,1.0,arcdetriomphe,8.0,17.0,0.4705882352941176,arch,2.0,24.0,0.08333333333333333,avenue,2.0,12.0,0.16666666666666666,champ,1.0,9.0,0.1111111111111111,coeur,1.0,2.0,0.5,de,26.0,134.0,0.19402985074626866,defense,1.0,5.0,0.2,du,1.0,27.0,0.037037037037037035,départ,1.0,3.0,0.3333333333333333,eiffel,1.0,15.0,0.06666666666666668,elysee,1.0,1.0,1.0,face,1.0,22.0,0.045454545454545456,family,1.0,17.0,0.05882352941176471,france,15.0,60.0,0.25,holiday,1.0,10.0,0.1,inside,2.0,55.0,0.03636363636363636,la,3.0,73.0,0.0410958904109589,larésistancede1814,1.0,2.0,0.5,le,2.0,24.0,0.08333333333333333,ledépartdesvolontairesde1792,1.0,2.0,0.5,letriomphede1810,1.0,2.0,0.5,lightroom,5.0,4.0,1.25,marseillaise,1.0,5.0,0.2,orange,2.0,15.0,0.13333333333333333,pari,16.0,49.0,0.32653061224489793,pleiades:depicts148054,1.0,1.0,1.0,relief,8.0,24.0,0.3333333333333333,roman,1.0,34.0,0.029411764705882356,ruin,1.0,48.0,0.02083333333333333,résistance,1.0,2.0,0.5,sacre,1.0,2.0,0.5,statue,2.0,86.0,0.02325581395348837
29326506@N04,120,1,2,0.5,1931,1.0,3.0,0.3333333333333333,altitude,1.0,1.0,1.0,amazed,1.0,3.0,0.3333333333333333,amazing,2.0,10.0,0.2,america,2.0,12.0,0.16666666666666666,ande,2.0,1.0,2.0,approached,1.0,3.0,0.3333333333333333,argentina,15.0,19.0,0.7894736842105263,arma,1.0,2.0,0.5,beach,1.0,16.0,0.0625,beache,1.0,2.0,0.5,beautiful,4.0,23.0,0.17391304347826084,boliva,15.0,1.0,15.0,brazil,17.0,17.0,1.0,building,2.0,73.0,0.0273972602739726,built,1.0,50.0,0.02,car,1.0,16.0,0.0625,carnival,1.0,1.0,1.0,casarosada,15.0,18.0,0.8333333333333334,cathedral,2.0,85.0,0.023529411764705882,cemeteryofrecoleta,15.0,1.0,15.0,chewing,1.0,1.0,1.0,christ,8.0,23.0,0.3478260869565217,christtheredeemer,15.0,13.0,1.1538461538461535,climb,1.0,5.0,0.2,close,1.0,27.0,0.037037037037037035,cloth,1.0,1.0,1.0,clothing,1.0,2.0,0.5,coca,1.0,2.0,0.5,coconut,1.0,2.0,0.5,completed,1.0,19.0,0.05263157894736842,construction,1.0,32.0,0.03125,continue,1.0,5.0,0.2,copa,15.0,1.0,15.0,copacabana,15.0,2.0,7.5,course,1.0,12.0,0.08333333333333333,cuzco,17.0,1.0,17.0,de,4.0,134.0,0.02985074626865672,distance,1.0,24.0,0.04166666666666666
29501028@N00,100,9,16,0.5625,320,3.0,2.0,1.5,400,3.0,7.0,0.42857142857142855,80,9.0,17.0,0.5294117647058824,book,12.0,11.0,1.0909090909090908,camera,3.0,26.0,0.1153846153846154,center,15.0,40.0,0.375,civic,15.0,16.0,0.9375,civiccenter,15.0,13.0,1.1538461538461535,color,10.0,15.0,0.6666666666666666,cross,3.0,20.0,0.15,crossprocess,3.0,2.0,1.5,dropped,3.0,2.0,1.5,e100v,6.0,1.0,6.0,expired,3.0,2.0,1.5,exposure,3.0,7.0,0.42857142857142855,festival,12.0,6.0,2.0,film,27.0,9.0,3.0,foodie,3.0,1.0,3.0,foodtruck,3.0,1.0,3.0,francisco,27.0,20.0,1.35,fujifilm,3.0,3.0,1.0,international,12.0,8.0,1.5,iso,12.0,5.0,2.4,k1000,30.0,1.0,30.0,k1000_e100v,3.0,1.0,3.0,k1000_lomo100_27july2012_33820007,1.0,1.0,1.0,k1000_lomo100_27july2012_33820008,1.0,1.0,1.0,k1000_lomo100_27july2012_33820011,1.0,1.0,1.0,k1000_lomo100_27july2012_33820012,1.0,1.0,1.0,k1000_lomo100_27july2012_33820016,1.0,1.0,1.0,k1000_lomo100_27july2012_33820018,1.0,1.0,1.0,k1000_lomo100_27july2012_33820031,1.0,1.0,1.0,k1000_lomo100_27july2012_33820032,1.0,1.0,1.0,k1000_lomo100_27july2012_33820035,1.0,1.0,1.0,k1000_xtra400_27july2012_33830001,1.0,1.0,1.0,k1000_xtra400_27july2012_33830009,1.0,1.0,1.0,k1000_xtra400_27july2012_33830010,1.0,1.0,1.0,kodak,3.0,3.0,1.0,lomography,9.0,1.0,9.0
29529678@N00,barcelona,15,20,0.75,barcelonaleg,15.0,1.0,15.0,batllo,15.0,13.0,1.1538461538461535,casa,15.0,47.0,0.3191489361702128,casabatllo,15.0,11.0,1.3636363636363635,nhanusek,15.0,1.0,15.0,nicolehanusek,15.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29544454@N00,2013,15,16,0.9375,berlin,30.0,65.0,0.4615384615384616,museum,1.0,67.0,0.01492537313432836,neue,1.0,24.0,0.04166666666666666,neuesmuseum,15.0,19.0,0.7894736842105263,untitled,14.0,1.0,14.0,walkway,1.0,5.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
