Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42	Column43	Column44	Column45	Column46	Column47	Column48	Column49	Column50	Column51	Column52	Column53	Column54	Column55	Column56	Column57	Column58	Column59	Column60	Column61	Column62	Column63	Column64	Column65	Column66	Column67	Column68	Column69	Column70	Column71	Column72	Column73	Column74	Column75	Column76	Column77	Column78	Column79	Column80	Column81	Column82	Column83	Column84	Column85	Column86	Column87	Column88	Column89	Column90	Column91	Column92	Column93	Column94	Column95	Column96	Column97	Column98	Column99	Column100	Column101	Column102	Column103	Column104	Column105	Column106	Column107	Column108	Column109	Column110	Column111	Column112	Column113	Column114	Column115	Column116	Column117	Column118	Column119	Column120	Column121	Column122	Column123	Column124	Column125	Column126	Column127	Column128	Column129	Column130	Column131	Column132	Column133	Column134	Column135	Column136	Column137	Column138	Column139	Column140	Column141	Column142	Column143	Column144	Column145	Column146	Column147	Column148	Column149	Column150	Column151	Column152	Column153	Column154	Column155	Column156	Column157	Column158	Column159	Column160	Column161	Column162
47422337@N04	13	1	28	0.035714286	17	1	28	0.035714286	access	1	12	0.083333333	admire	1	1	1	alexandre	27	22	1.227272727	amazing	5	10	0.5	amount	1	4	0.25	arc	36	22	1.636363636	arcdetriomphe	7	17	0.411764706	arcdetriompheducarrousel	8	3	2.666666667	arch	12	24	0.5	arche	2	11	0.181818182	architecture	17	70	0.242857143	area	1	38	0.026315789	arm	2	9	0.222222222	army	3	8	0.375	arrived	1	5	0.2	art	1	48	0.020833333	austria	2	5	0.4	background	2	24	0.083333333	bank	1	11	0.090909091	bateaux	5	2	2.5	bateauxparisien	3	1	3	battle	1	9	0.111111111	beneath	4	10	0.4	black	1	23	0.043478261	boasting	1	1	1	boat	10	14	0.714285714	bonaparte	1	3	0.333333333	bridge	29	34	0.852941176	bright	1	8	0.125	brilliant	1	4	0.25	building	3	73	0.04109589	busy	1	4	0.25	candelabra	1	2	0.5	carousel	1	1	1	carrousel	13	8	1.625	carving	1	14	0.071428571	ceiling	4	22	0.181818182	chariot	1	5	0.2	classed
47439204@N00	cathedral	25	85	0.294117647	cologne	30	20	1.5	colognecathedral	5	11	0.454545455	dom	15	24	0.625	koln	10	3	3.333333333	kölner	15	5	3	kölnerdom	15	4	3.75																																																																																																																																					
47493594@N07	amount	2	4	0.5	aren't	2	2	1	best	4	24	0.166666667	california	15	30	0.5	castle	21	42	0.5	hearst	15	20	0.75	hearstcastle	15	19	0.789473684	house	2	52	0.038461538	indoor	2	2	1	inside	2	55	0.036363636	main	2	32	0.0625	photo	4	68	0.058823529	ride	6	4	1.5	room	2	31	0.064516129	small	2	25	0.08	time	2	50	0.04																																																																																																	
48095395@N00	10	1	37	0.027027027	14	1	28	0.035714286	17	2	28	0.071428571	18	1	23	0.043478261	2	2	66	0.03030303	20	3	17	0.176470588	2008	7	23	0.304347826	2009	7	29	0.24137931	21	1	18	0.055555556	24	1	17	0.058823529	4	1	43	0.023255814	48f	1	1	1	50f	1	1	1	53f	1	1	1	55f	1	1	1	56f	1	1	1	6	1	34	0.029411765	62f	1	1	1	63f	1	1	1	64f	1	1	1	65f	1	1	1	66f	1	1	1	68f	1	1	1	71f	1	1	1	74f	2	1	2	airme	28	1	28	bsg	1	1	1	california	14	30	0.466666667	center	15	40	0.375	civic	15	16	0.9375	civiccenter	15	13	1.153846154	cloudy	3	4	0.75	dec	1	1	1	electricwork	1	1	1	fair	1	4	0.25	feb	2	2	1	fest	1	3	0.333333333	hazy	1	1	1	href	14	119	0.117647059	http:www.airme.com	14	1	14	humidity27
48266396@N00	angkor	45	20	2.25	angkortemple	15	1	15	angkortemplecomplex	8	1	8	angkorthom	9	2	4.5	angkorwat	15	20	0.75	asia	15	14	1.071428571	cambodia	45	20	2.25	hindu	15	11	1.363636364	reap	30	7	4.285714286	ruin	15	48	0.3125	siem	30	7	4.285714286	siemreap	15	16	0.9375	taprohm	6	1	6	temple	5	47	0.106382979	wat	30	20	1.5																																																																																																					
48443160@N00	cathedral	20	85	0.235294118	chartre	40	20	2	decoration	1	10	0.1	eure	10	3	3.333333333	façade	2	6	0.333333333	france	20	60	0.333333333	glass	6	36	0.166666667	img_0936	1	1	1	img_0937	2	1	2	img_0939	1	2	0.5	img_0940	1	1	1	img_0941	1	1	1	img_0952	1	1	1	img_0956	1	1	1	img_0957	2	1	2	img_0958	1	1	1	img_0959	1	1	1	img_0962	1	1	1	img_0969	1	1	1	img_1007	1	1	1	interior	2	26	0.076923077	loir	10	2	5	sculptural	1	6	0.166666667	stained	6	21	0.285714286	stainedglass	2	12	0.166666667	tower	1	103	0.009708738	vault	2	6	0.333333333	view	1	117	0.008547009																																																	
48555438@N00	12	1	27	0.037037037	1810	3	5	0.6	1816	2	2	1	1949	1	2	0.5	2009	1	29	0.034482759	2010	1	26	0.038461538	25	3	23	0.130434783	9	2	20	0.1	acordo	1	2	0.5	ambiente	1	1	1	anjo	1	1	1	ao	1	5	0.2	argentina	8	19	0.421052632	argentino	2	2	1	arte	6	6	1	ato	1	1	1	autônomo	2	1	2	b3n_mujeres_argentina	2	1	2	balcõe	1	2	0.5	bicentenário	2	1	2	blanco	1	3	0.333333333	branco	4	2	2	bronze	1	13	0.076923077	buenosaire	15	16	0.9375	busto	2	2	1	c3	2	7	0.285714286	carrara	1	1	1	casa	13	47	0.276595745	casarosada	14	18	0.777777778	centenário	1	1	1	cerimônia	1	1	1	comemoraçõe	1	1	1	como	1	10	0.1	conjuga	2	1	2	conjunto	1	1	1	conquistou	1	1	1	construçõe	1	1	1	convidado	1	2	0.5	cristina	1	1	1	da	15	15	1	data
48600084288@N01	bedroom	1	4	0.25	castle	15	42	0.357142857	ceiling	1	22	0.045454545	doorway	1	18	0.055555556	grace	1	3	0.333333333	guest	3	6	0.5	hearst	15	20	0.75	hearstcastle	15	19	0.789473684	house	3	52	0.057692308	lantern	1	3	0.333333333	three	1	36	0.027777778	tiled	1	2	0.5																																																																																																																	
48889052570@N01	3d	10	5	2	al	3	12	0.25	anaglifo	10	1	10	anaglyph	5	3	1.666666667	chac	1	2	0.5	chichen	35	17	2.058823529	chichenitza3d	5	1	5	columna	3	4	0.75	complejo	7	1	7	de	17	134	0.126865672	detalle	7	3	2.333333333	el	7	20	0.35	en	7	26	0.269230769	grupo	3	2	1.5	guerrero	6	2	3	itza	35	17	2.058823529	juego	1	1	1	junto	3	3	1	la	3	73	0.04109589	lo	6	9	0.666666667	mil	3	4	0.75	mool	1	2	0.5	méxico	18	4	4.5	neo	5	4	1.25	pelota	1	1	1	templo	6	5	1.2	xperia	5	1	5																																																					
48999318@N00	2005	1	11	0.090909091	aire	1	12	0.083333333	antonio	1	3	0.333333333	argentina	16	19	0.842105263	año	1	4	0.25	basketball	2	2	1	basketballwithoutborder	1	1	1	border	1	5	0.2	bueno	1	13	0.076923077	buenosaire	14	16	0.875	campeón	1	1	1	casa	10	47	0.212765957	casarosada	15	18	0.833333333	con	1	6	0.166666667	conocido	1	3	0.333333333	de	8	134	0.059701493	del	1	16	0.0625	el	1	20	0.05	emanuel	1	1	1	en	5	26	0.192307692	ese	1	2	0.5	exterior	5	17	0.294117647	fan	1	7	0.142857143	fue	2	5	0.4	ginobili	1	1	1	ginóbili	1	1	1	gira	1	1	1	gobierno	1	4	0.25	haberlo	1	1	1	la	8	73	0.109589041	manu	2	1	2	marco	1	21	0.047619048	nacional	1	5	0.2	nba	2	2	1	nico	1	1	1	orgullo	1	2	0.5	palmera	5	3	1.666666667	patio	5	8	0.625	patiodelaspalmera	5	2	2.5	pinkhouse	3	3	1	placer
49035625@N00	2	1	66	0.015151515	bayonet	2	1	2	cannon	6	13	0.461538462	cannonball	2	2	1	canon	1	16	0.0625	canon350d	15	1	15	canon70200f4li	12	1	12	castillo	15	26	0.576923077	castillodesanmarco	15	18	0.833333333	costume	3	3	1	courtyard	1	10	0.1	de	9	134	0.067164179	demo	3	2	1.5	demonstration	3	4	0.75	flag	1	22	0.045454545	florida	15	25	0.6	fort	10	33	0.303030303	frog	1	6	0.166666667	gun	2	4	0.5	intricate	1	3	0.333333333	loading	5	2	2.5	marco	9	21	0.428571429	monument	1	63	0.015873016	musket	6	1	6	path	1	11	0.090909091	point	1	28	0.035714286	renactor	3	1	3	row	1	5	0.2	saintaugustine	15	5	3	san	9	62	0.14516129	sandy	1	2	0.5	sigma1770	1	1	1	signal	1	3	0.333333333	small	2	25	0.08	spanish	3	12	0.25	staugustine	15	15	1	tower	1	103	0.009708738	travel	15	35	0.428571429	vacation	15	16	0.9375	view	1	117	0.008547009	water
49333715@N00	01	1	10	0.1	04	1	12	0.083333333	05	1	7	0.142857143	06	1	12	0.083333333	13	1	28	0.035714286	15	1	23	0.043478261	16a	1	1	1	16d	1	1	1	2003	15	6	2.5	21	1	18	0.055555556	22	1	18	0.055555556	23	1	16	0.0625	25	1	23	0.043478261	26	1	17	0.058823529	29	1	12	0.083333333	33	1	6	0.166666667	berlin	30	65	0.461538462	brandenburg	30	23	1.304347826	gate	30	38	0.789473684	germany	30	56	0.535714286	statue	5	86	0.058139535																																																																													
49414552@N07	3d	31	5	6.2	anaglyf	2	1	2	anaglyph	27	3	9	antoine	1	3	0.333333333	antoineetex	1	2	0.5	arc	20	22	0.909090909	arcdetriomphe	13	17	0.764705882	arcdetriomphe3d	1	1	1	arcdetriompheducarrousel	2	3	0.666666667	arcdetriompheducarrouselparis3d	1	1	1	arcdetriompheparis3d	1	1	1	ba	2	11	0.181818182	basrelief	3	6	0.5	carrousel	2	8	0.25	de	15	134	0.111940299	depart	1	1	1	departdesvolontaire	2	1	2	departureofthevolunteer	1	2	0.5	detail	1	47	0.021276596	du	2	27	0.074074074	etex	1	3	0.333333333	group	1	23	0.043478261	highrelief	1	2	0.5	la	3	73	0.04109589	lamarseillaise	2	3	0.666666667	lemont'	1	1	1	louvre	3	7	0.428571429	marseillaise	3	5	0.6	monument	1	63	0.015873016	napoleon	2	7	0.285714286	pari	31	49	0.632653061	parij	13	1	13	paris3d	1	1	1	redcyan	23	1	23	relief	2	24	0.083333333	restauration	1	4	0.25	statue	1	86	0.011627907	stereo	15	3	5	stereopicture	4	1	4	treaty	1	3	0.333333333	triomphe
49475364@N00	alan	1	1	1	amp	2	29	0.068965517	aquarium	15	5	3	aquatic	1	1	1	architecture	1	70	0.014285714	banana	1	1	1	barb	1	1	1	beach	2	16	0.125	book	1	11	0.090909091	cabrillo	33	20	1.65	cati	2	1	2	cma	3	1	3	cream	1	1	1	crepe	4	1	4	cyamus2007	15	1	15	dessert	1	1	1	devour	1	1	1	dinner	6	7	0.857142857	eel	3	1	3	enjoying	1	3	0.333333333	extravaganza	1	1	1	fish	1	6	0.166666667	food	3	5	0.6	frank	1	3	0.333333333	gehry	1	1	1	grunion	3	1	3	guide	1	10	0.1	janet	1	1	1	jim	1	3	0.333333333	joan	1	2	0.5	joe	1	3	0.333333333	library	1	15	0.066666667	marine	15	3	5	marisol	2	1	2	molly	1	1	1	moray	2	1	2	nursery	2	1	2	pedro	1	2	0.5	pen	2	3	0.666666667	pool	2	15	0.133333333	predatory
49491198@N00	alexandre	30	22	1.363636364	arc	6	22	0.272727273	arcdetriomphe	15	17	0.882352941	arch	21	24	0.875	background	2	24	0.083333333	bridge	15	34	0.441176471	building	1	73	0.01369863	car	2	16	0.125	de	30	134	0.223880597	defense	2	5	0.4	eiffel	7	15	0.466666667	entering	2	9	0.222222222	favorite	2	9	0.222222222	flag	1	22	0.045454545	iii	30	25	1.2	l'arc	24	3	8	la	2	73	0.02739726	palace	3	22	0.136363636	pari	30	49	0.612244898	people	2	51	0.039215686	photo	2	68	0.029411765	plaza	5	23	0.217391304	pont	30	21	1.428571429	pontalexandreiii	11	14	0.785714286	river	5	26	0.192307692	seine	5	12	0.416666667	ship	3	10	0.3	spot	2	11	0.181818182	statue	26	86	0.302325581	street	1	40	0.025	tower	8	103	0.077669903	triomphe	30	21	1.428571429	view	2	117	0.017094017	wedding	2	5	0.4																									
49502973765@N01	amazing	15	10	1.5	castle	30	42	0.714285714	congregate	15	1	15	corvid	15	1	15	crow	44	1	44	fan	15	7	2.142857143	hearst	30	20	1.5	it'	15	31	0.483870968	murder	15	2	7.5	sansimeonhearstcastle	15	1	15	thing	15	18	0.833333333																																																																																																																					
49877040@N03	1	3	53	0.056603774	2	2	66	0.03030303	3	2	59	0.033898305	342	1	4	0.25	346	2	1	2	360	3	2	1.5	4	2	43	0.046511628	447	1	4	0.25	6	1	34	0.029411765	7	1	22	0.045454545	8	1	23	0.043478261	9	1	20	0.05	_new	26	1	26	aber	1	2	0.5	al	3	12	0.25	aneinander	1	1	1	angekommen	1	1	1	attraktion	1	1	1	auch	2	5	0.4	audience	1	5	0.2	auf	10	7	1.428571429	aufnehmen	1	1	1	augenschein	1	1	1	aus	3	8	0.375	aussichtsplattform	4	1	4	automatisch	1	1	1	bahnanlagen	1	1	1	bahnhofsgrundstück	1	1	1	bedeckt	1	3	0.333333333	beeindruckend	2	1	2	befindet	2	5	0.4	beherbergt	1	3	0.333333333	bekommen	1	1	1	bereit	1	1	1	besteht	1	3	0.333333333	besucher	1	1	1	betreten	1	2	0.5	bi	2	6	0.333333333	bild	1	2	0.5	blauen	1	1	1	blick
50247722@N00	camera	3	26	0.115384615	chair	1	9	0.111111111	crew	3	2	1.5	denker	1	2	0.5	die	1	11	0.090909091	front	1	52	0.019230769	georg	1	3	0.333333333	karl	1	9	0.111111111	museum	26	67	0.388059701	nephew	1	1	1	neue	26	24	1.083333333	neuesmuseumnuernberg	14	1	14	nmn	13	1	13	nuernberg	18	1	18	nuremberg	1	1	1	nürnberg	22	3	7.333333333	quot	4	83	0.048192771	reflection	3	21	0.142857143	rose	1	13	0.076923077	wall	1	45	0.022222222																																																																																	
50751757@N00	18200mm	14	2	7	2	1	66	0.015151515	3	2	59	0.033898305	54173mm	1	1	1	accurate	3	2	1.5	aglaea	6	1	6	ahw	1	1	1	alabaster	15	3	5	amusement	7	1	7	ancient	1	37	0.027027027	antheia	7	1	7	art	15	48	0.3125	article	3	4	0.75	artist	3	8	0.375	artwork	15	5	3	attest	1	1	1	auxo	7	1	7	backside	1	2	0.5	beauty	6	4	1.5	bloom	7	1	7	california	25	30	0.833333333	castle	28	42	0.666666667	chari	7	1	7	charisma	6	1	6	charite	7	1	7	charity	6	3	2	charm	10	2	5	cheer	3	1	3	cleta	8	1	8	creativity	3	1	3	discovered	1	4	0.25	eudaimonia	7	1	7	euphrosyne	6	1	6	face	1	22	0.045454545	famous	1	31	0.032258065	fertility	6	2	3	festivity	7	1	7	girl	5	9	0.555555556	goddesse	6	1	6	good	3	18	0.166666667	goodcheer
51035749109@N01	1	2	53	0.037735849	108	1	3	0.333333333	2	1	66	0.015151515	2012	1	21	0.047619048	3	1	59	0.016949153	4	1	43	0.023255814	52	1	6	0.166666667	59	1	3	0.333333333	70	1	13	0.076923077	72	1	7	0.142857143	85	1	4	0.25	88	1	2	0.5	89	1	1	1	91	1	2	0.5	92	1	2	0.5	94	1	4	0.25	bayarea	15	3	5	board	2	4	0.5	boardofsupervisor	2	1	2	california	30	30	1	californiastatepark	15	2	7.5	castle	30	42	0.714285714	center	1	40	0.025	champion	1	3	0.333333333	city	19	67	0.28358209	cityhall	15	6	2.5	civic	1	16	0.0625	civiccenter	15	13	1.153846154	dsc_0607	1	1	1	dsc_0611	1	1	1	dsc_0612	1	1	1	dsc_0621	1	1	1	dsc_0622	1	1	1	dsc_0630	1	1	1	entering	1	9	0.111111111	favorite	1	9	0.111111111	francisco	33	20	1.65	hall	18	38	0.473684211	hallway	1	5	0.2	hearst	30	20	1.5	hearstcastle
51378257@N00	1	1	53	0.018867925	1000	1	6	0.166666667	11th	1	2	0.5	1200	1	7	0.142857143	13	1	28	0.035714286	13th	1	8	0.125	1859	1	5	0.2	1877	1	3	0.333333333	1878	1	2	0.5	1889	1	3	0.333333333	1900	1	9	0.111111111	1950	1	4	0.25	2	1	66	0.015151515	5	1	41	0.024390244	6	1	34	0.029411765	783904	1	1	1	900	1	3	0.333333333	abaj	1	1	1	abandoned	2	4	0.5	achieve	1	2	0.5	ad	2	12	0.166666667	air	1	15	0.066666667	allow	1	4	0.25	altar	3	19	0.157894737	analyze	1	1	1	anima	1	2	0.5	animal	1	21	0.047619048	ant	2	1	2	anteroom	1	1	1	appear	1	10	0.1	archaeologist	1	4	0.25	archaeology	1	10	0.1	area	12	38	0.315789474	artifact	1	4	0.25	askew	1	1	1	attributed	1	2	0.5	aztec	37	18	2.055555556	aztecruin	10	7	1.428571429	aztecruinsnationalmonument	6	4	1.5	background	1	24	0.041666667	bag
51405222@N00	2006	6	21	0.285714286	2008	9	23	0.391304348	adam	2	3	0.666666667	augustine	6	11	0.545454545	boom	1	2	0.5	cannon	8	13	0.615384615	castillo	3	26	0.115384615	castillodesanmarco	15	18	0.833333333	christina	6	2	3	daniel	2	4	0.5	de	3	134	0.02238806	eye	1	20	0.05	firing	3	2	1.5	florida	15	25	0.6	jeff	3	2	1.5	john	10	16	0.625	kerri	2	1	2	marco	3	21	0.142857143	san	3	62	0.048387097	selina	3	1	3	shoot	1	8	0.125	st	6	35	0.171428571	staugustine	15	15	1	stephen	3	3	1																																																																	
51443411@N00	antonigaudí	15	3	5	b3	15	1	15	barcelona	30	20	1.5	batlló	30	9	3.333333333	bcn	15	1	15	c3	15	7	2.142857143	casa	30	47	0.638297872	casabatlló	15	10	1.5	casadelsosso	15	3	5	href	15	119	0.12605042	http:en.wikipedia.orgwikicasa_batll	15	1	15	josepmariajujol	15	1	15	passeigdegràcia	15	3	5	photo	15	68	0.220588235																																																																																																									
51717175@N00	alte	30	23	1.304347826	berlin	30	65	0.461538462	museum	30	67	0.447761194																																																																																																																																																					
51834351@N00	attempt	15	5	3	berlin	15	65	0.230769231	bit.ly154yhz	15	1	15	boingboing	15	1	15	brandeburg	1	1	1	brandenburg	29	23	1.260869565	brandenburger	14	8	1.75	censorship	30	1	30	claudiaroth	2	1	2	diegrünen	1	1	1	franziskaheine	3	1	3	gate	30	38	0.789473684	gemany	1	1	1	germany	15	56	0.267857143	gesetz	14	1	14	grüne	2	1	2	href	15	119	0.12605042	http:bit.ly154yhz	15	1	15	infrastructure	15	1	15	install	15	2	7.5	internet	15	3	5	juliaseeliger	1	1	1	moeffju	5	1	5	netzsperren	14	1	14	nofollow	15	83	0.180722892	plomlompom	1	1	1	protest	30	9	3.333333333	provider	1	1	1	raw	14	7	2	rel	15	83	0.180722892	sperrwache	30	1	30	tor	15	9	1.666666667	vonderleyen	15	1	15	wetterfrosch	1	1	1	zensur	15	1	15	zensursula	30	1	30																	
51884432@N02	ballcourt	2	1	2	chichén	30	7	4.285714286	chichénitzá	15	5	3	itzá	30	7	4.285714286	maya	30	10	3	mayasite	15	1	15	mexico	15	31	0.483870968	site	15	47	0.319148936	yucatan	15	11	1.363636364																																																																																																																													
52293377@N03	2010	45	26	1.730769231	arc	30	22	1.363636364	arcdetriomphe	15	17	0.882352941	architecture	15	70	0.214285714	berlin	15	65	0.230769231	brandenburg	15	23	0.652173913	brandenburggate	15	16	0.9375	close	1	27	0.037037037	colosseum	31	20	1.55	de	30	134	0.223880597	decoration	1	10	0.1	dmcg10	45	1	45	europe	45	43	1.046511628	flupr:authoryortw	6	1	6	france	15	60	0.25	gate	15	38	0.394736842	germany	15	56	0.267857143	grafitied	1	1	1	inner	2	11	0.181818182	italy	15	31	0.483870968	lumix	45	4	11.25	microfourthird	30	1	30	microfourthirdsmicro43	30	1	30	panasonic	45	2	22.5	pari	15	49	0.306122449	rome	30	40	0.75	statue	10	86	0.11627907	triomphe	30	21	1.428571429	wall	1	45	0.022222222																																													
52889629@N04	amien	30	20	1.5	cathedral	30	85	0.352941176	d90	15	3	5	nikon	15	21	0.714285714																																																																																																																																																	
52947023@N00	castillo	15	26	0.576923077	castillodesanmarco	15	18	0.833333333	de	15	134	0.111940299	florida	15	25	0.6	marco	15	21	0.714285714	san	15	62	0.241935484	staugustine	15	15	1																																																																																																																																					
53074617@N00	0.2	3	1	3	0.2m	3	1	3	0.95m	6	1	6	1	10	53	0.188679245	"1,75"	5	1	5	1.5	6	1	6	10	6	37	0.162162162	11	5	27	0.185185185	12	6	27	0.222222222	15	11	23	0.47826087	15'9	6	1	6	17	5	28	0.178571429	1788	9	3	3	1791	9	2	4.5	1792	4	6	0.666666667	18	6	23	0.260869565	18671868	4	1	4	186768	1	1	1	1868	5	2	2.5	"19,000"	6	1	6	1951	4	4	1	1952	4	3	1.333333333	1990	4	5	0.8	"2,711"	6	1	6	2.38m	6	1	6	20	5	17	0.294117647	2003	6	6	1	2004	6	11	0.545454545	2005	12	11	1.090909091	2007	4	28	0.142857143	2008	8	23	0.347826087	25	6	23	0.260869565	26	5	17	0.294117647	3	6	59	0.101694915	4.7	6	1	6	4.8m	6	1	6	"65,5"	5	1	5	66111	15	1	15	7.8	6	1	6	8	6	23	0.260869565	aber
53321637@N00	angel	15	27	0.555555556	angelofthenorth	15	13	1.153846154	england	15	23	0.652173913	gateshead	15	14	1.071428571	north	15	64	0.234375	northeast	15	7	2.142857143	southtyneside	15	1	15																																																																																																																																					
53346833@N00	alexandre	15	22	0.681818182	angel	1	27	0.037037037	arc	1	22	0.045454545	architecture	22	70	0.314285714	basrelief	4	6	0.666666667	bridge	15	34	0.441176471	bronze	5	13	0.384615385	brussel	14	3	4.666666667	church	23	39	0.58974359	city	1	67	0.014925373	column	3	30	0.1	de	18	134	0.134328358	door	2	32	0.0625	eglise	15	3	5	eglisedelamadeleine	7	3	2.333333333	eiffel	2	15	0.133333333	eiffeltower	2	6	0.333333333	gold	2	14	0.142857143	hotel	3	13	0.230769231	hoteldesinvalide	3	1	3	iii	15	25	0.6	interior	3	26	0.115384615	invalide	3	11	0.272727273	joan	1	2	0.5	joanofarc	1	1	1	la	15	73	0.205479452	lamppost	1	3	0.333333333	lion	1	16	0.0625	madeleine	31	18	1.722222222	pari	46	49	0.93877551	pont	15	21	0.714285714	pontalexandreiii	13	14	0.928571429	sculpture	11	68	0.161764706	sign	2	23	0.086956522	tower	3	103	0.029126214	view	2	117	0.017094017	window	2	49	0.040816327													
53806217@N00	7	1	22	0.045454545	angel	12	27	0.444444444	angelofthenorth	12	13	0.923076923	anthonygormley	11	4	2.75	bbc	1	4	0.25	bert	3	1	3	bertandernie	1	1	1	continuing	1	2	0.5	find	1	14	0.071428571	gateshead	13	14	0.928571429	href	1	119	0.008403361	http:news.bbc.co.uk1hiin_pictures7245458	1	1	1	love	1	21	0.047619048	new	1	1	1	news.bbc.co.uk1hiin_pictures7245458	1	1	1	north	12	64	0.1875	passing	1	9	0.111111111	people	1	51	0.019607843	picture	1	37	0.027027027	sculpture	13	68	0.191176471	sesamestreet	1	1	1	statue	11	86	0.127906977	stm	2	1	2	train	1	15	0.066666667	tyneandwear	11	2	5.5	uk	12	22	0.545454545																																																									
54037354@N00	2003	1	6	0.166666667	26	1	17	0.058823529	775	1	1	1	albermemorial	2	1	2	albert	33	22	1.5	alberthall	3	1	3	albertmemorial	12	15	0.8	autumn	4	6	0.666666667	autumnal	2	1	2	bbcredbutton	1	1	1	blackett	1	1	1	britain	1	8	0.125	cloud	2	22	0.090909091	college	1	10	0.1	d80	2	2	1	evening	1	11	0.090909091	february	1	9	0.111111111	gallery	2	17	0.117647059	giant	1	15	0.066666667	glorious	1	3	0.333333333	hall	6	38	0.157894737	hdr	2	12	0.166666667	href	4	119	0.033613445	http:gallery.future	2	1	2	http:www.flickr.comphotosuli_harder542108715	1	1	1	http:www.flickr.comphotosuli_harder712804535	1	1	1	hydepark	4	7	0.571428571	i.comenglandpic:albert	1	1	1	i.comenglandpic:qt	1	1	1	imp150	2	1	2	imperial	1	7	0.142857143	imperialcollege	4	1	4	imperialcollegelondon	2	1	2	kensingtongarden	10	8	1.25	laboratory	1	1	1	london	14	38	0.368421053	memorial	31	29	1.068965517	monument	1	63	0.015873016	morning	2	15	0.133333333	night	4	41	0.097560976	nikon
54334858@N07	acropoli	45	21	2.142857143	atene	15	1	15	athen	30	22	1.363636364	greece	15	21	0.714285714	luoghi	15	1	15	progress	30	3	10	work	30	39	0.769230769																																																																																																																																					
54491498@N00	aire	15	12	1.25	argentina	15	19	0.789473684	argentine	1	4	0.25	ba	15	11	1.363636364	balcony	1	7	0.142857143	bearer	2	1	2	bueno	15	13	1.153846154	buenosaire	15	16	0.9375	bărbaţi	9	1	9	capital	15	20	0.75	capitalcitiesaroundtheworld	1	1	1	casa	16	47	0.340425532	casarosada	15	18	0.833333333	ceremonial	1	5	0.2	ceremony	11	6	1.833333333	changingoftheguard	11	1	11	ciudad	15	5	3	color	1	15	0.066666667	day	1	51	0.019607843	de	15	134	0.111940299	evaperon	1	1	1	evita	3	2	1.5	federal	5	8	0.625	flag	7	22	0.318181818	flagpole	2	1	2	government	1	11	0.090909091	guard	12	7	1.714285714	hombre	9	2	4.5	homen	9	1	9	homme	9	3	3	ljudi	9	1	9	mayo	15	12	1.25	menn	9	1	9	mensen	9	1	9	microcentro	2	2	1	miehet	9	1	9	mostremosnuestraargentina	1	1	1	muži	9	1	9	männer	9	1	9	mænd	9	1	9	mężczyźni
54581272@N03	01	1	10	0.1	02	1	10	0.1	04	1	12	0.083333333	06	1	12	0.083333333	08	2	8	0.25	11	1	27	0.037037037	13	1	28	0.035714286	14	1	28	0.035714286	15	1	23	0.043478261	17	1	28	0.035714286	19	1	13	0.076923077	barcelona	15	20	0.75	batllo	19	13	1.461538462	casa	19	47	0.404255319	casabatllo	15	11	1.363636364	europe	15	43	0.348837209	gaudi	15	12	1.25	gift	1	10	0.1	spain	15	18	0.833333333	ticket	1	6	0.166666667	water	1	31	0.032258065	xd	1	1	1	一	4	5	0.8	三	1	1	1	中	2	3	0.666666667	也	2	3	0.666666667	了	1	3	0.333333333	亮	1	2	0.5	人	2	5	0.4	以	4	3	1.333333333	位	1	1	1	個	4	2	2	像	1	2	0.5	儲	1	1	1	元	1	2	0.5	入	1	2	0.5	內	1	3	0.333333333	兩	1	2	0.5	公	3	1	3	其	1	1	1	到
54597574@N00	013	1	5	0.2	014	1	4	0.25	015	1	5	0.2	016	1	3	0.333333333	017	1	4	0.25	018	1	3	0.333333333	019	1	4	0.25	020	1	4	0.25	021	1	4	0.25	022	1	7	0.142857143	085	1	1	1	091	1	1	1	096	1	1	1	10	15	37	0.405405405	100	1	16	0.0625	101	1	4	0.25	19	15	13	1.153846154	2	1	66	0.015151515	2.75	1	1	1	2012	15	21	0.714285714	20121019cabrilloacquarium	15	1	15	3	1	59	0.016949153	acquarium	15	1	15	aeoli	1	1	1	anemone	2	2	1	appear	1	10	0.1	appearance	1	5	0.2	appendage	1	1	1	aquarium	12	5	2.4	astaxanthin	4	1	4	bluish	1	1	1	body	2	7	0.285714286	brilliant	1	4	0.25	cabrillo	27	20	1.35	cabrillomarineaquarium	3	2	1.5	called	1	24	0.041666667	carotenoid	1	1	1	cell	1	1	1	cerata	4	1	4	color	5	15	0.333333333	contribute
